#bin	name	chrom	strand	txStart	txEnd
14	NM_001194986	chr1	-	48226199	48462562
14	NM_001329137	chr1	+	43991707	44089343
14	NM_001329139	chr1	+	43996530	44089343
14	NM_130440	chr1	+	43996530	44089343
14	NM_002840	chr1	+	43996530	44089343
14	NM_021639	chr1	-	46092975	46152302
14	NM_001329140	chr1	+	43996530	44089343
14	NM_001319956	chr1	+	44870831	45117396
14	NM_001329138	chr1	+	43991707	44089343
15	NM_153035	chr1	+	54519244	54567321
15	NR_130900	chr1	+	54519244	54578192
15	NM_021080	chr1	-	57463578	58716211
15	NM_002867	chr1	-	52373627	52456436
15	NM_002979	chr1	+	53392900	53517289
15	NM_007051	chr1	-	50906934	51425936
15	NM_015306	chr1	-	55532031	55681039
15	NM_001193617	chr1	+	53392900	53517289
15	NM_001193599	chr1	+	53392900	53517289
15	NM_001193600	chr1	+	53392900	53517289
16	NM_001113411	chr1	+	59762624	60228402
16	NM_018291	chr1	+	59762624	60228402
16	NR_103473	chr1	+	59762683	60165066
16	NM_020925	chr1	+	64936475	65158741
16	NM_001293274	chr1	+	64971596	65158741
16	NM_001017415	chr1	+	62901974	62917475
16	NR_045147	chr1	-	63906440	63988944
16	NM_001198688	chr1	+	65991371	66091917
16	NM_001017416	chr1	+	62901974	62917475
16	NM_002303	chr1	+	65886334	66103176
16	NM_003368	chr1	+	62902382	62917475
16	NM_014288	chr1	-	63906440	63988944
16	NM_001198689	chr1	+	65991371	66101111
16	NM_001198687	chr1	+	65991371	66096095
16	NM_001206739	chr1	-	63906440	63988944
16	NM_001145512	chr1	+	61547533	61928460
16	NM_005595	chr1	+	61547979	61928460
16	NM_001134673	chr1	+	61547979	61928460
16	NM_001145511	chr1	+	61542945	61928460
16	NM_001003679	chr1	+	65886334	66101111
16	NM_001003680	chr1	+	65886334	66096095
17	NM_173808	chr1	-	71868624	72748277
17	NM_020794	chr1	+	70225857	70589171
17	NM_001330635	chr1	+	70032867	70589171
18	NM_001160011	chr1	+	76540388	77042892
18	NM_152996	chr1	+	76540388	77096669
18	NM_005482	chr1	-	77554666	77685132
19	NM_012128	chr1	+	87012758	87046432
19	NR_024602	chr1	+	87012758	87046432
19	NM_032270	chr1	+	90098643	90185094
19	NR_110682	chr1	-	89003195	89150887
19	NM_001134445	chr1	-	85784167	86044046
20	NR_033998	chr1	+	95393583	95428826
20	NR_125991	chr1	+	96457623	96488436
20	NM_001252271	chr1	-	93307716	93342707
20	NM_001252269	chr1	-	93307716	93427079
20	NM_001252273	chr1	-	93298285	93427079
20	NM_001252270	chr1	-	93307716	93427079
20	NM_001308253	chr1	-	94350755	94375154
20	NM_002061	chr1	-	94350755	94375154
20	NM_001006605	chr1	-	93307716	93427079
21	NM_014917	chr1	+	107682539	108027521
21	NM_001312688	chr1	+	107682539	108027521
21	NM_001113228	chr1	+	107690690	108027521
21	NM_001113226	chr1	+	107690690	108027521
21	NM_001330665	chr1	+	107683213	108027521
22	NR_136564	chr1	-	114239826	114302162
22	NM_001323044	chr1	-	114239826	114302162
22	NR_136566	chr1	-	114239826	114302162
22	NR_136565	chr1	-	114239826	114302162
22	NM_006608	chr1	-	114239823	114301777
22	NM_001323043	chr1	-	114239826	114302162
22	NM_001323042	chr1	-	114239826	114302510
22	NR_136567	chr1	-	114239826	114302162
22	NM_001323046	chr1	-	114239826	114302162
22	NM_001323047	chr1	-	114246445	114302162
22	NM_001323053	chr1	-	114248388	114302162
22	NR_136568	chr1	-	114246445	114302162
22	NM_001323051	chr1	-	114248388	114302162
22	NM_001323050	chr1	-	114246445	114302162
22	NM_001323052	chr1	-	114248388	114302162
22	NM_001323045	chr1	-	114239826	114302162
22	NM_006496	chr1	+	110091185	110138454
22	NM_001204269	chr1	-	111136201	111174096
22	NM_001323048	chr1	-	114246445	114302162
22	NM_002884	chr1	+	112162404	112259317
22	NM_175744	chr1	-	113243748	113250025
22	NM_001291896	chr1	+	112162768	112259317
22	NM_001323049	chr1	-	114246445	114302162
22	NM_001323041	chr1	-	114239826	114302162
22	NM_001042679	chr1	-	113243748	113249678
22	NM_001042678	chr1	-	113243748	113250025
22	NM_001010935	chr1	+	112162404	112259317
23	NM_001200001	chr1	-	120477735	120612317
23	NM_006784	chr1	+	118472371	118503049
23	NM_024408	chr1	-	120454175	120612317
26	NR_136328	chr1	+	148876039	148902123
26	NM_020205	chr1	-	149912228	149982686
26	NM_001277444	chr1	+	144614958	145370304
26	NM_001201325	chr1	+	145727665	145764206
26	NM_001278267	chr1	+	144146810	146467744
26	NR_102405	chr1	-	147574322	148346929
26	NR_102405	chr1	+	144614958	144830407
26	NR_104217	chr1	-	148250249	149109725
26	NM_001302371	chr1	+	145293370	146466121
26	NM_002614	chr1	+	145727665	145764206
26	NM_001201326	chr1	+	145727665	145764206
26	NR_102404	chr1	-	147574322	148346929
26	NR_102404	chr1	+	144614958	144830407
26	NM_001039703	chr1	+	145293370	146466121
26	NM_001037675	chr1	+	144614958	144830407
26	NM_001037501	chr1	+	144614958	144830407
26	NM_001037501	chr1	-	147574322	148346929
27	NR_103461	chr1	-	154127779	154155725
27	NM_015327	chr1	-	156219014	156252620
27	NM_001278191	chr1	-	154127779	154150697
27	NM_001278190	chr1	-	154127779	154155725
27	NM_001278189	chr1	-	154127779	154155725
27	NM_001278188	chr1	-	154127779	154155725
27	NM_001323614	chr1	-	156219014	156252681
27	NM_001323615	chr1	-	156219014	156252681
27	NM_001323616	chr1	-	156219014	156252681
27	NM_001323617	chr1	-	156219014	156261289
27	NM_152263	chr1	-	154134288	154164611
27	NR_002188	chr1	-	155183615	155197325
27	NM_153649	chr1	-	154127779	154155725
27	NM_001043353	chr1	-	154127779	154155725
27	NM_001043352	chr1	-	154127779	154155725
27	NM_001043351	chr1	-	154127779	154155725
28	NR_036683	chr1	+	165667986	165679199
28	NM_001136219	chr1	+	161475204	161489360
28	NM_002585	chr1	+	164528596	164821060
28	NM_001204961	chr1	+	164528596	164821060
28	NM_001204963	chr1	+	164528596	164821060
28	NM_021642	chr1	+	161475204	161489360
29	NM_001278252	chr1	+	171810617	172102532
29	NM_001136127	chr1	+	171810617	172381857
29	NM_005092	chr1	-	173010359	173020103
29	NM_001163629	chr1	+	170904611	171033906
29	NM_025063	chr1	+	170904635	170967946
29	NM_022093	chr1	+	175036993	175117202
29	NM_015569	chr1	+	171810617	172381857
30	NM_021165	chr1	+	177140523	177251558
30	NM_032360	chr1	-	180257351	180472022
30	NM_201568	chr1	+	183441505	183523328
30	NM_201569	chr1	+	183441505	183523328
30	NM_003101	chr1	+	179262848	179327814
30	NM_170692	chr1	+	178062863	178448648
30	NM_001137669	chr1	+	182419255	182529732
30	NM_001174061	chr1	+	183441505	183523328
30	NM_173156	chr1	+	183441505	183523328
30	NM_001252511	chr1	+	179262848	179327814
30	NM_001252512	chr1	+	179262848	179327814
30	NR_045530	chr1	+	179262848	179327814
30	NM_001331007	chr1	+	183441505	183523328
31	NM_000963	chr1	-	186640943	186649559
32	NR_135153	chr1	-	197122811	197169672
32	NM_194314	chr1	-	197122813	197169672
32	NM_133494	chr1	+	198126107	198291548
33	NM_001167858	chr1	+	202317829	202407370
33	NM_002481	chr1	+	202317829	202557697
33	NR_120535	chr1	+	206557366	206581301
33	NM_001300952	chr1	+	206516199	206629507
33	NM_001167857	chr1	+	202317829	202407370
33	NM_015326	chr1	+	206516199	206637783
33	NM_001170637	chr1	+	206516199	206637783
33	NM_001331029	chr1	+	202317829	202557697
34	NM_018664	chr1	-	212859758	212873327
34	NM_206933	chr1	-	215796235	216596738
34	NM_001243507	chr1	-	216676587	217250312
34	NM_001243505	chr1	-	216676587	217263196
34	NM_001170564	chr1	+	210501595	210849638
34	NM_001243506	chr1	-	216676587	217262987
34	NM_018194	chr1	+	210502249	210849638
34	NM_001243512	chr1	-	216676587	217113015
34	NM_001243509	chr1	-	216676587	217250312
34	NM_206594	chr1	-	216676587	217262987
34	NM_001243513	chr1	-	216676587	217113015
34	NM_206595	chr1	-	216676587	217262987
34	NM_001134285	chr1	-	216676587	217311097
34	NM_001170587	chr1	+	210502249	210849638
34	NM_001170580	chr1	+	210502639	210849638
34	NM_001170588	chr1	+	210502249	210849638
34	NM_001122834	chr1	+	210501595	210849638
34	NM_001243511	chr1	-	216676587	217311097
34	NM_001243510	chr1	-	216676587	217311097
35	NR_002753	chr1	+	220046618	220292777
35	NR_031644	chr1	+	218610974	219281452
35	NM_004446	chr1	-	220141941	220220000
35	NM_001373	chr1	+	225117355	225586996
36	NM_018230	chr1	-	229577043	229644088
36	NR_034037	chr1	-	231727037	231747836
36	NM_145214	chr1	-	228581376	228594517
36	NR_028400	chr1	+	231664398	231886365
36	NR_028394	chr1	+	231664398	231954990
36	NR_028393	chr1	+	231664398	232177019
36	NR_028397	chr1	+	231664398	231954990
36	NR_028396	chr1	+	231664398	231954990
36	NR_028395	chr1	+	231664398	231954990
36	NR_028399	chr1	+	231664398	231838307
36	NR_028398	chr1	+	231664398	231954990
37	NR_027247	chr1	+	238025474	238091619
37	NM_001282773	chr1	-	240938813	241520530
37	NM_001282775	chr1	-	240938813	241520530
37	NM_001282778	chr1	-	240938813	241520530
37	NM_002924	chr1	-	240938813	241520530
37	NM_000254	chr1	+	236958580	237067281
37	NM_001301365	chr1	-	235824330	236047008
37	NM_001291940	chr1	+	236958580	237067281
37	NM_001291939	chr1	+	236958580	237067281
37	NM_000081	chr1	-	235824330	236030227
38	NM_018012	chr1	+	245318286	245866428
38	NM_022743	chr1	-	245912641	246580714
38	NM_001167740	chr1	-	245912641	246670644
38	NM_032752	chr1	-	247460714	247495242
38	NM_001001918	chr1	+	248512076	248513015
73	NR_047519	chr1	+	762970	794826
73	NR_047521	chr1	+	762970	794826
73	NR_047523	chr1	+	762970	794826
73	NR_047524	chr1	+	762970	794826
73	NR_047525	chr1	+	763177	794826
74	NM_017900	chr1	-	1309109	1310818
74	NM_023018	chr1	-	1682670	1709909
74	NM_001198993	chr1	-	1682670	1710297
74	NM_001198994	chr1	-	1682670	1711508
74	NM_033487	chr1	-	1570602	1655859
74	NM_033490	chr1	-	1570602	1655859
74	NM_033486	chr1	-	1570602	1655859
74	NM_033489	chr1	-	1570602	1655859
74	NM_001787	chr1	-	1570602	1655859
74	NM_001291345	chr1	-	1570602	1655859
74	NM_001014980	chr1	-	1177825	1182102
75	NM_001297605	chr1	+	2487803	2497061
75	NM_003820	chr1	+	2487803	2497061
75	NM_001242672	chr1	-	2572806	2706230
75	NM_003036	chr1	+	2160133	2241652
76	NM_152492	chr1	+	3668964	3688209
76	NM_001320136	chr1	+	3773830	3801993
76	NR_104222	chr1	+	3773830	3801993
76	NM_001409	chr1	-	3404505	3528059
76	NR_135152	chr1	+	3773830	3801993
76	NR_135151	chr1	+	3773830	3801993
76	NR_135150	chr1	+	3773830	3801993
76	NM_001320132	chr1	+	3773830	3801993
76	NM_004402	chr1	+	3773830	3801993
76	NM_001282669	chr1	+	3773830	3801993
77	NM_018836	chr1	+	4715104	4843851
77	NM_001042478	chr1	+	4715104	4837854
78	NM_003636	chr1	+	6086072	6161253
78	NR_111987	chr1	-	5922867	6052533
78	NM_015102	chr1	-	5922867	6052533
78	NM_001199863	chr1	+	6106173	6161253
78	NM_001199862	chr1	+	6105980	6161253
78	NM_001199861	chr1	+	6052357	6161253
78	NM_001199860	chr1	+	6094347	6161253
78	NM_001291594	chr1	-	5922867	6052533
78	NM_001291593	chr1	-	5922867	6052533
78	NM_172130	chr1	+	6086072	6161253
79	NM_001265592	chr1	-	6526151	6557156
79	NM_007274	chr1	-	6324331	6453826
79	NM_181864	chr1	-	6324331	6445883
79	NM_001042663	chr1	-	6526151	6557484
79	NM_001242701	chr1	+	6845383	6948261
79	NR_038934	chr1	+	6845383	6948261
79	NM_198681	chr1	-	6526151	6580121
80	NM_001289861	chr1	+	7844488	7905240
80	NM_001289862	chr1	+	7844488	7905240
80	NM_001289863	chr1	+	7844488	7905240
80	NM_001289864	chr1	+	7844488	7905240
80	NM_016831	chr1	+	7844488	7905240
80	NM_001561	chr1	-	7975930	8003225
81	NM_001042681	chr1	-	8412463	8877699
81	NM_012102	chr1	-	8412463	8877699
81	NM_004285	chr1	+	9294862	9331394
81	NM_024980	chr1	-	9164475	9189229
81	NM_001282587	chr1	+	9299902	9331394
82	NM_006048	chr1	+	10093040	10241296
82	NM_183416	chr1	+	10270763	10368655
82	NM_014944	chr1	-	9789078	9884584
82	NM_015074	chr1	+	10270763	10441661
82	NM_001302883	chr1	-	9789078	9884584
82	NM_020248	chr1	-	9908333	9970316
82	NM_001105562	chr1	+	10093040	10241296
82	NM_001012329	chr1	-	9908333	9970316
82	NM_001009566	chr1	-	9789078	9884584
83	NM_001079843	chr1	-	10696665	10856733
83	NM_001170754	chr1	-	11006529	11042094
83	NM_001001998	chr1	-	11126669	11159967
83	NM_002685	chr1	-	11126669	11159967
83	NM_004565	chr1	+	10535002	10690815
83	NM_004958	chr1	-	11166587	11322608
83	NM_017766	chr1	-	10707262	10856733
84	NM_015378	chr1	+	12290095	12572098
84	NM_001281430	chr1	+	12123433	12204264
84	NM_020350	chr1	+	11796141	11810828
84	NM_001127660	chr1	+	12040237	12073572
84	NM_001243	chr1	+	12123433	12204264
84	NM_018156	chr1	+	12290095	12572098
84	NM_014874	chr1	+	12040237	12073572
84	NM_001040197	chr1	+	11796141	11810828
84	NM_001040196	chr1	+	11796141	11810828
84	NM_001040195	chr1	+	11796141	11810828
84	NM_001040194	chr1	+	11796141	11810828
85	NM_001306072	chr1	-	13052393	13112702
85	NM_001310134	chr1	-	13052239	13112702
85	NM_001013630	chr1	+	12704565	12727097
87	NM_015209	chr1	+	14925212	15394651
87	NM_201628	chr1	+	14925212	15444544
87	NM_001018000	chr1	+	15250624	15394651
87	NM_001018001	chr1	+	15256295	15394651
87	NM_001017999	chr1	+	15272414	15394651
87	NR_027136	chr1	-	15438310	15478960
87	NM_052929	chr1	+	15573767	15724622
88	NR_109898	chr1	+	15853307	15898228
88	NM_001287811	chr1	+	15853307	15898228
88	NM_015291	chr1	+	15853307	15898228
88	NM_015001	chr1	+	16174358	16266950
88	NM_018994	chr1	-	16573334	16678986
89	NR_026567	chr1	-	17017712	17046652
89	NM_007365	chr1	-	17393255	17445948
89	NM_013358	chr1	+	17531620	17572501
89	NM_017459	chr1	-	17300998	17308081
89	NM_002403	chr1	-	17300998	17307173
89	NM_001135248	chr1	-	17300998	17307173
89	NM_001135247	chr1	-	17300998	17308081
89	NM_017940	chr1	-	16888921	16940100
90	NR_137287	chr1	+	17866329	18024364
90	NR_137288	chr1	+	17866329	18024364
90	NM_018125	chr1	+	17866329	18024370
90	NM_001011722	chr1	+	17907047	18024370
90	NM_001319837	chr1	+	17907047	18024370
90	NM_001328124	chr1	+	17944807	18024364
90	NM_001319838	chr1	+	17944807	18024370
90	NM_030812	chr1	+	18081807	18153558
90	NM_032880	chr1	+	18434239	18704977
91	NM_020765	chr1	-	19400999	19536746
91	NM_001206541	chr1	-	19665266	19812135
91	NM_001206540	chr1	-	19665266	19812135
91	NM_001135254	chr1	+	18957499	19075360
91	NM_013945	chr1	+	18957499	19062632
91	NM_001313932	chr1	-	19700668	19812135
91	NM_001282162	chr1	-	19665266	19811201
91	NM_002584	chr1	+	18957499	19062632
91	NM_004930	chr1	-	19665266	19812135
91	NM_001136265	chr1	-	19230773	19282826
92	NM_181719	chr1	-	20008705	20126410
92	NR_033887	chr1	-	20686293	20755287
93	NM_003760	chr1	-	21132784	21437876
93	NM_001198801	chr1	-	21132784	21503381
93	NM_001198802	chr1	-	21132784	21503381
93	NM_001198803	chr1	-	21267737	21494532
93	NM_000478	chr1	+	21835850	21904905
93	NM_001177520	chr1	+	21835850	21904905
93	NM_001127501	chr1	+	21835850	21904905
93	NM_016287	chr1	-	21069170	21113181
93	NM_001113348	chr1	-	21543739	21672034
94	NM_001013693	chr1	+	22138757	22151714
94	NM_001083621	chr1	+	22778343	22857650
94	NM_005529	chr1	-	22148724	22263790
94	NM_014870	chr1	+	22778343	22857650
94	NM_001291860	chr1	-	22148724	22263790
94	NM_001791	chr1	+	22379119	22419436
94	NM_044472	chr1	+	22379119	22417296
94	NM_001330398	chr1	+	22778343	22857650
94	NM_001039802	chr1	+	22379119	22419436
95	NM_003196	chr1	-	23707401	23751272
95	NM_004091	chr1	-	23832919	23857712
95	NM_001142546	chr1	-	23410515	23495351
95	NM_033631	chr1	-	23410515	23495351
96	NM_001322854	chr1	+	24739976	24799473
96	NM_001322856	chr1	+	24742239	24799473
96	NM_001322857	chr1	+	24742514	24799473
96	NM_001322860	chr1	+	24742239	24799473
96	NM_001322859	chr1	+	24742239	24799473
96	NM_001322858	chr1	+	24742239	24799473
96	NM_001322865	chr1	+	24742239	24781314
96	NM_001322864	chr1	+	24742239	24799473
96	NM_001322863	chr1	+	24742239	24799473
96	NM_001322866	chr1	+	24742239	24799473
96	NM_001322868	chr1	+	24742239	24799473
96	NM_001322861	chr1	+	24742239	24799473
96	NR_136507	chr1	+	24742239	24799473
96	NR_136506	chr1	+	24742239	24799473
96	NM_001322862	chr1	+	24742239	24799473
96	NM_001322855	chr1	+	24742239	24799473
96	NM_173065	chr1	-	24480646	24513765
96	NM_173064	chr1	-	24480646	24513765
96	NR_136508	chr1	+	24742239	24799473
96	NM_170743	chr1	-	24480646	24513765
96	NM_020448	chr1	+	24742244	24799473
96	NM_001010980	chr1	+	24882566	24935818
96	NM_001330409	chr1	+	24742239	24792833
97	NM_001282564	chr1	+	25757348	25826698
97	NM_018202	chr1	+	25757348	25826698
97	NM_001289010	chr1	+	25943958	26112698
97	NM_138617	chr1	-	25688739	25747363
97	NM_138616	chr1	-	25688739	25747363
97	NM_138618	chr1	-	25688739	25747363
97	NM_020485	chr1	-	25688739	25747363
97	NM_020379	chr1	+	25943958	26112698
97	NM_001330430	chr1	-	25688739	25747363
98	NM_024674	chr1	+	26737258	26756219
98	NM_031286	chr1	+	26606212	26608013
98	NM_002953	chr1	+	26856248	26901520
98	NM_001330441	chr1	+	26869602	26901520
99	NR_037576	chr1	+	27648635	27662891
99	NR_037577	chr1	+	27648635	27662891
99	NR_037580	chr1	+	27648635	27662891
99	NM_001201404	chr1	-	27730729	27816698
99	NM_006990	chr1	-	27730729	27816698
99	NM_032125	chr1	+	27648635	27662891
99	NM_001029882	chr1	-	27860755	27930005
100	NM_001048183	chr1	+	28696092	28826881
100	NR_002909	chr1	+	28832454	28837404
100	NM_001135218	chr1	-	28929608	28969604
100	NR_036473	chr1	+	28832454	28837404
100	NM_001048199	chr1	+	28832454	28865708
100	NM_005644	chr1	-	28929608	28969604
100	NR_030725	chr1	+	28832454	28865708
100	NR_030726	chr1	+	28832454	28865708
101	NM_005626	chr1	-	29474249	29508637
101	NM_001195001	chr1	+	29563027	29653325
101	NM_133178	chr1	+	29563027	29653325
101	NM_005704	chr1	+	29563027	29653325
101	NM_133177	chr1	+	29563027	29653325
102	NR_034182	chr1	+	31191618	31199593
102	NM_002379	chr1	-	31184123	31196432
103	NM_001195101	chr1	-	32372021	32385259
103	NM_080391	chr1	-	32372021	32403988
103	NM_001195100	chr1	-	32372021	32385259
104	NM_001040441	chr1	+	33004745	33071551
104	NM_001291496	chr1	+	33004745	33071551
104	NR_111980	chr1	+	33004745	33071551
104	NM_153341	chr1	-	33402046	33430414
104	NM_022753	chr1	+	33283118	33324480
104	NM_001256121	chr1	+	33283042	33324480
104	NM_012316	chr1	+	32573643	32642168
104	NM_001161708	chr1	-	33145506	33168361
104	NM_004964	chr1	+	32757707	32799224
104	NM_030786	chr1	-	33145506	33168361
104	NR_135107	chr1	+	33290913	33324480
104	NR_135106	chr1	+	33290913	33324480
104	NM_001300826	chr1	-	33402046	33430414
104	NM_001127361	chr1	-	33402046	33430414
105	NR_125978	chr1	+	33815952	33828846
105	NM_145238	chr1	+	33938231	33961995
105	NM_198040	chr1	-	33789223	33841194
105	NR_038372	chr1	+	34334556	34351059
105	NM_001330488	chr1	-	33789223	33841194
106	NM_001080418	chr1	-	35331036	35395186
107	NM_177422	chr1	+	36396682	36522063
107	NM_005202	chr1	-	36560836	36590685
107	NM_017629	chr1	+	36273827	36323490
107	NM_005095	chr1	+	35734567	35887545
107	NM_024874	chr1	-	35899090	36023037
107	NM_024852	chr1	+	36396682	36522063
107	NM_001294347	chr1	-	36560836	36590685
107	NM_178548	chr1	+	36038970	36060927
108	NM_001282546	chr1	-	36805219	36851528
108	NM_001282547	chr1	-	36805219	36851528
108	NM_032017	chr1	-	36805219	36851528
108	NM_000831	chr1	-	37261127	37499844
109	NM_024640	chr1	-	38268613	38273865
109	NM_024700	chr1	-	38000049	38019945
109	NM_005540	chr1	-	38326368	38412729
110	NM_022157	chr1	-	39303868	39325495
110	NM_001271851	chr1	-	39303868	39325495
111	NM_001720	chr1	-	40222853	40254533
111	NM_181809	chr1	+	39957317	39995541
111	NM_012421	chr1	+	40627040	40706593
112	NM_001172220	chr1	-	41492870	41707815
112	NM_001172218	chr1	-	41492870	41707815
112	NR_024567	chr1	-	41154751	41157933
112	NM_001172221	chr1	-	41492870	41628689
112	NM_001172219	chr1	-	41492870	41707815
112	NR_135092	chr1	-	41492870	41627104
112	NM_172163	chr1	+	41249683	41306124
112	NM_012236	chr1	-	41492870	41707815
112	NM_004700	chr1	+	41249683	41306124
112	NM_001031694	chr1	-	41492870	41627104
112	NM_001172222	chr1	-	41492870	41627104
113	NM_024503	chr1	-	41972035	42384378
113	NM_001198851	chr1	-	42642209	42800636
113	NM_001198852	chr1	-	42642209	42800886
113	NM_014947	chr1	-	42642209	42800903
113	NM_001198850	chr1	-	42642209	42801548
113	NM_173642	chr1	+	42846467	42889900
113	NM_001127714	chr1	-	41972035	42384378
113	NR_038261	chr1	-	42312859	42501596
113	NR_038260	chr1	-	42312859	42384496
114	NM_001167965	chr1	+	43638000	43676549
114	NM_015284	chr1	+	43855555	43919918
114	NM_001242750	chr1	+	43253660	43263901
114	NM_152498	chr1	+	43638000	43676549
114	NM_001253357	chr1	+	43766565	43788781
114	NM_001195831	chr1	+	43638000	43720029
114	NM_005424	chr1	+	43766565	43788781
115	NR_110056	chr1	-	44688266	44709955
115	NM_001301700	chr1	-	44686741	44820951
115	NM_001270462	chr1	+	44173203	44396837
115	NR_073016	chr1	+	44173203	44396837
115	NR_073023	chr1	+	44173203	44396837
115	NR_073020	chr1	+	44173203	44396837
115	NR_073019	chr1	+	44173203	44396837
115	NM_024066	chr1	-	44686741	44820951
115	NM_001301699	chr1	-	44686741	44820951
115	NM_001301698	chr1	-	44686741	44820951
115	NM_001301701	chr1	-	44686741	44820951
115	NM_174966	chr1	+	44173203	44396837
115	NM_174965	chr1	+	44173203	44396837
115	NM_174968	chr1	+	44173203	44396837
115	NM_174967	chr1	+	44173203	44396837
115	NM_174971	chr1	+	44173203	44396837
115	NM_174970	chr1	+	44173203	44396837
115	NM_174969	chr1	+	44173203	44396837
115	NM_001270466	chr1	+	44173203	44396837
115	NM_001270465	chr1	+	44173203	44396837
115	NM_006279	chr1	+	44173203	44396837
115	NM_014652	chr1	+	44412477	44433694
115	NM_001270463	chr1	+	44173203	44396837
115	NM_001270464	chr1	+	44173203	44396837
115	NM_174963	chr1	+	44173203	44396837
115	NR_073018	chr1	+	44173203	44396837
115	NR_073017	chr1	+	44173203	44396837
115	NR_073021	chr1	+	44173203	44396837
115	NM_001270461	chr1	+	44173203	44396837
115	NM_001270460	chr1	+	44173203	44396837
115	NR_033827	chr1	-	44165408	44173012
115	NM_174964	chr1	+	44173203	44396837
115	NM_001270459	chr1	+	44173203	44396837
116	NM_001297655	chr1	+	45205489	45233438
116	NM_006845	chr1	+	45205489	45233438
