#bin	name	chrom	strand	txStart	txEnd
85	NM_001081209	chr1	-	13103508	13117244
85	NM_008678	chr1	-	13129185	13364164
85	NM_172294	chr1	+	12708625	12850453
85	NM_001198566	chr1	+	12682510	12850453
85	NM_001198565	chr1	+	12682510	12850453
85	NM_001302702	chr1	-	13129185	13362510
86	NM_001252192	chr1	-	14159038	14300280
86	NM_010164	chr1	-	14159038	14300280
86	NM_001310459	chr1	-	14159038	14300280
87	NM_001098528	chr1	+	15302532	15704295
88	NM_026456	chr1	-	16632845	16646946
88	NM_001111272	chr1	-	16218890	16509383
88	NM_025303	chr1	-	16218890	16509383
88	NM_133832	chr1	+	16095962	16122631
88	NM_001033288	chr1	-	15843942	15882803
88	NM_001310470	chr1	-	16631805	16647200
89	NR_130314	chr1	-	17666107	17717727
89	NM_020604	chr1	-	16985020	17087970
91	NM_153154	chr1	+	19093102	19156413
92	NM_153179	chr1	-	20047859	20608138
93	NM_001160139	chr1	-	21388483	21952023
93	NM_010356	chr1	+	21230665	21255656
93	NM_001077353	chr1	+	21230665	21255656
93	NM_001288617	chr1	+	21230665	21255656
93	NM_023872	chr1	-	21388483	21952023
93	NM_001310477	chr1	-	21388479	21952731
94	NM_183018	chr1	-	22278502	22812563
94	NM_053270	chr1	-	22278502	22812563
94	NM_001012623	chr1	-	22278502	22812563
94	NM_001012625	chr1	-	22278502	22812563
94	NM_001012624	chr1	-	22278502	22812563
95	NM_028534	chr1	-	23852463	23929220
95	NR_110972	chr1	-	23851663	23916575
95	NM_001290683	chr1	-	23852463	23916575
96	NM_026719	chr1	+	24685382	24823146
96	NM_007740	chr1	+	24184448	24259577
96	NM_001290691	chr1	+	24202041	24259577
96	NM_007733	chr1	-	24264521	24594276
96	NM_001310483	chr1	+	24685756	24823144
98	NM_001033764	chr1	-	26738645	26744305
100	NM_001013750	chr1	-	28832966	28837097
105	NM_001276764	chr1	+	33965069	34365507
105	NM_133833	chr1	+	34068669	34365507
105	NM_177235	chr1	-	33908896	33964466
105	NM_134448	chr1	+	34068669	34365507
105	NM_001310484	chr1	-	33908896	33964612
106	NM_183019	chr1	+	34858566	34869599
107	NM_053186	chr1	+	36568720	36585082
107	NM_001039551	chr1	+	36568720	36585082
107	NM_001277076	chr1	+	36429135	36478955
108	NM_198006	chr1	-	37473929	37486948
108	NM_001289766	chr1	+	36821359	36839665
108	NM_001289765	chr1	+	36823778	36839665
108	NM_018872	chr1	-	36849033	36996372
108	NM_009539	chr1	+	36818642	36839665
109	NM_001290721	chr1	-	37817668	37912218
109	NM_019570	chr1	-	38109630	38186507
109	NM_001290720	chr1	-	37817668	37922143
109	NM_027111	chr1	-	38003582	38014604
109	NM_001290814	chr1	-	38232835	38684089
109	NM_207228	chr1	-	37811416	37921927
109	NR_110976	chr1	-	37858307	37912218
110	NM_145142	chr1	-	38920717	38955005
110	NM_008719	chr1	+	39251116	39420085
110	NM_018775	chr1	-	39428341	39535592
111	NM_001123382	chr1	+	40323430	40373022
111	NM_001252201	chr1	+	39957757	40083155
111	NM_008696	chr1	+	39957757	40083155
111	NM_001252202	chr1	+	39957757	40083155
111	NM_001025602	chr1	+	40496473	40522259
111	NM_010743	chr1	+	40496473	40505256
111	NM_001033289	chr1	+	40738556	40825730
111	NM_008362	chr1	+	40281924	40373022
111	NM_001252200	chr1	+	39957757	40083155
111	NM_001294171	chr1	+	40486414	40505256
113	NR_027826	chr1	-	42705044	42751670
114	NM_001013025	chr1	-	43104113	43155467
114	NM_010879	chr1	+	43502595	43627363
115	NM_028450	chr1	+	44608515	44853681
115	NM_023645	chr1	-	44163390	44175618
116	NM_028599	chr1	+	45852345	45880458
116	NM_007737	chr1	-	45431175	45560127
117	NM_001310335	chr1	+	46482362	46864322
121	NM_019790	chr1	+	50984366	51244114
122	NM_001290982	chr1	-	51806601	51972822
122	NM_010863	chr1	-	51806601	51972822
122	NM_001161817	chr1	-	51806601	51972822
123	NM_146108	chr1	+	52901881	52977830
123	NM_001142647	chr1	+	52687548	52708763
123	NR_024590	chr1	+	52687548	52708763
123	NM_153556	chr1	-	53246030	53353872
124	NM_172655	chr1	-	53987658	54251878
124	NM_030025	chr1	+	54307526	54425571
124	NM_001001883	chr1	-	53863717	54251878
125	NM_031179	chr1	-	55042012	55084322
125	NM_001081433	chr1	-	54702183	54983231
127	NM_139146	chr1	-	56850824	57028178
128	NM_001164566	chr1	+	57902414	58005241
128	NM_001177867	chr1	+	58042183	58082741
128	NM_023617	chr1	+	58169979	58257296
128	NM_144882	chr1	+	57831704	58005241
128	NM_025824	chr1	+	58449979	58463392
128	NM_172513	chr1	-	58579649	58643177
128	NM_199007	chr1	+	58052817	58083121
128	NM_001310599	chr1	-	58579649	58642998
128	NM_001310598	chr1	-	58579649	58643177
129	NM_175200	chr1	-	59107349	59151744
129	NM_001159948	chr1	-	59219599	59293937
129	NM_001013771	chr1	+	59573107	59691353
129	NM_172406	chr1	-	58957293	59030326
129	NM_001033373	chr1	+	59313750	59409213
129	NM_028717	chr1	-	59219599	59294075
130	NM_001313721	chr1	+	60400143	60444904
130	NM_001285463	chr1	+	60155090	60210797
130	NM_001037725	chr1	+	59969849	60042192
130	NM_001045513	chr1	-	60540028	60623609
130	NM_007561	chr1	+	59821122	59934925
130	NM_173444	chr1	+	60237442	60391549
130	NM_030013	chr1	+	60400143	60444904
130	NM_139150	chr1	+	60155090	60210797
132	NM_010939	chr1	+	62749890	62865266
132	NM_001077403	chr1	+	62749890	62865266
132	NM_001077406	chr1	+	62749890	62843665
132	NM_001077405	chr1	+	62749890	62865266
132	NM_001077404	chr1	+	62749890	62865266
132	NM_001077407	chr1	+	62749890	62843665
133	NM_001285937	chr1	+	63246931	63361149
133	NM_001285936	chr1	+	63246931	63361149
133	NM_011780	chr1	+	63492464	63642675
133	NM_001081658	chr1	-	63669424	63733501
133	NR_045915	chr1	+	63161044	63204869
133	NR_045914	chr1	+	63161313	63204869
134	NM_009952	chr1	+	64579377	64651122
134	NM_033563	chr1	-	64082246	64167963
134	NM_001039493	chr1	-	64835694	65003398
134	NM_133828	chr1	+	64579377	64651122
134	NM_001097644	chr1	+	64737918	64772216
134	NM_001037726	chr1	+	64579377	64651122
135	NM_011086	chr1	+	65233258	65325270
135	NM_139270	chr1	+	65357830	65435818
135	NM_001310624	chr1	+	65233258	65325270
136	NM_177645	chr1	-	66765816	66864169
136	NM_008632	chr1	+	66221902	66489157
136	NM_001039934	chr1	+	66221902	66489157
136	NM_001113387	chr1	-	66970869	66981940
136	NM_001122738	chr1	-	66765816	66864169
136	NM_175510	chr1	+	66515020	66745722
136	NM_021285	chr1	-	66970869	66991630
136	NM_001310634	chr1	+	66368297	66489157
137	NM_001080809	chr1	+	67169600	67277841
139	NM_011770	chr1	-	69577783	69732534
140	NM_177164	chr1	+	70772288	70931971
140	NM_001310658	chr1	+	70772288	70931955
141	NM_001276408	chr1	-	71632046	71699808
141	NM_001005423	chr1	-	72205806	72258881
141	NM_001276411	chr1	-	71632046	71699808
141	NM_001276409	chr1	-	71632046	71699808
141	NM_001276410	chr1	-	71632046	71699808
141	NM_010233	chr1	-	71632046	71699808
141	NM_001276412	chr1	-	71632046	71699808
141	NM_001276413	chr1	-	71632046	71699808
142	NM_008342	chr1	+	72871053	72899045
142	NM_176980	chr1	-	72689553	72747138
142	NM_001045533	chr1	-	72473685	72583138
142	NM_001310659	chr1	+	72871960	72899045
143	NM_001034060	chr1	+	74172114	74194797
143	NM_027884	chr1	-	73956804	74171021
143	NM_001170641	chr1	+	74172114	74194804
143	NR_045311	chr1	-	73664954	73911040
143	NM_001289895	chr1	-	73956804	74171023
144	NM_001039495	chr1	-	74948653	74982173
144	NM_001159883	chr1	+	75232997	75242267
144	NM_029342	chr1	-	75013919	75121800
144	NM_009518	chr1	+	74838592	74850749
144	NM_001159885	chr1	+	75233276	75242267
144	NM_001159884	chr1	+	75232997	75242267
144	NM_020266	chr1	+	75232997	75242267
144	NM_001014974	chr1	+	74708327	74744547
144	NR_037976	chr1	-	75364784	75371590
144	NM_176972	chr1	-	74482083	74590860
144	NM_178055	chr1	+	75232997	75242267
146	NM_007936	chr1	-	77363759	77511663
147	NM_008781	chr1	-	78097841	78193711
147	NM_001004173	chr1	+	78306920	78416861
147	NM_026713	chr1	+	78507634	78534748
147	NM_001159520	chr1	-	78097841	78193711
149	NM_009255	chr1	-	79790895	79855240
149	NM_001285927	chr1	-	80497642	80661927
150	NM_172849	chr1	+	81073891	81268226
151	NM_029777	chr1	+	82313153	82441941
151	NM_007734	chr1	+	82583495	82718634
151	NM_007735	chr1	-	82447297	82583424
152	NM_172430	chr1	-	83252355	83404775
153	NM_152915	chr1	-	84366413	84692796
153	NM_001003948	chr1	-	84032867	84281220
153	NM_133975	chr1	-	84717763	84835879
154	NM_001081746	chr1	+	85196185	85210337
156	NM_001144993	chr1	+	87942437	87952031
156	NM_001144992	chr1	+	87942437	87952031
156	NM_013673	chr1	+	87546562	87606572
156	NM_001313712	chr1	+	87546562	87598147
156	NM_001313713	chr1	+	87546562	87598147
156	NM_001313714	chr1	+	87546562	87579693
157	NM_008801	chr1	-	88439589	88479076
157	NM_001172157	chr1	+	88600378	88946672
157	NM_001081082	chr1	-	88994576	88998181
157	NM_153530	chr1	+	88600378	88946672
158	NM_146112	chr1	+	89223572	89347385
158	NM_201410	chr1	+	89999831	90115573
158	NM_029846	chr1	+	89652585	89689003
158	NM_001110192	chr1	+	89516886	89617085
158	NM_201641	chr1	+	89951985	90116577
158	NM_001205392	chr1	+	89652585	89689003
158	NM_001205391	chr1	+	89652585	89689003
158	NR_122078	chr1	+	89516886	89617085
158	NM_001110193	chr1	+	89516886	89617085
158	NM_001111314	chr1	-	89373403	89470445
158	NM_145079	chr1	+	90031383	90116577
158	NM_019867	chr1	-	89373403	89406937
158	NM_177646	chr1	+	89749861	89841064
158	NM_001110212	chr1	+	89223572	89347385
158	NM_010566	chr1	+	89516886	89617085
158	NM_201642	chr1	+	89991575	90116577
158	NM_201644	chr1	+	89967353	90116577
159	NM_029269	chr1	+	90303584	90323013
160	NM_029122	chr1	-	91938706	92049976
160	NM_178119	chr1	+	91351385	91791857
160	NM_001037136	chr1	+	91351385	91791857
160	NM_139152	chr1	-	91849252	91911152
161	NM_001243008	chr1	-	92663434	92740548
161	NM_001111312	chr1	+	92895303	93025521
161	NM_001033408	chr1	+	93041679	93067372
161	NM_001243009	chr1	-	92663434	92740548
162	NM_001039126	chr1	+	93437141	93456167
162	NM_023046	chr1	+	93437656	93456167
162	NM_007855	chr1	+	93698037	93744611
162	NM_207225	chr1	-	93825355	94076918
163	NM_001271884	chr1	+	95270472	95300881
163	NM_172463	chr1	+	95132473	95193025
163	NM_207031	chr1	+	95270472	95300881
164	NM_008798	chr1	-	95934881	95949130
164	NM_174874	chr1	+	95651609	95686106
166	NR_040467	chr1	-	97887235	97918335
167	NR_120500	chr1	-	98802752	98894137
167	NM_028942	chr1	-	98956025	99024880
168	NM_027584	chr1	+	100317700	100405957
168	NM_013626	chr1	-	99717670	99992209
168	NM_001164233	chr1	+	100317700	100405957
174	NM_011800	chr1	+	106665395	106892058
175	NM_178779	chr1	-	107173493	107253287
175	NM_029349	chr1	+	107560437	107651708
175	NM_173187	chr1	+	107560437	107651708
175	NM_009399	chr1	+	107677299	107744558
175	NM_013784	chr1	-	107414998	107560253
175	NM_001160368	chr1	-	107173493	107253287
176	NM_133821	chr1	+	108068445	108290822
176	NM_009741	chr1	-	108434752	108610867
177	NR_102307	chr1	+	109813835	109847524
177	NM_198028	chr1	+	109425579	109445848
177	NM_001160307	chr1	+	109425579	109445848
177	NR_102306	chr1	+	109813835	109847524
179	NM_001316743	chr1	+	111879476	112036480
179	NM_172853	chr1	+	111880299	112036480
179	NM_001316744	chr1	+	111879878	112036480
180	NM_001081386	chr1	-	112785771	112873949
185	NM_001077425	chr1	+	117581713	118477251
187	NM_001293300	chr1	+	120285634	120506039
187	NM_029709	chr1	+	120285634	120506039
187	NM_001293301	chr1	+	120285634	120506039
188	NM_001113416	chr1	-	121491400	121545577
188	NM_145506	chr1	-	121441609	121545577
188	NM_022327	chr1	-	121366881	121401359
188	NM_001081125	chr1	-	120730637	120950196
189	NM_028439	chr1	+	122017763	122084766
189	NM_001085409	chr1	-	122122992	122167659
189	NM_133186	chr1	-	122122992	122161857
189	NM_001172074	chr1	+	122017763	122084766
190	NM_133748	chr1	-	123200929	123224601
190	NM_178082	chr1	-	123200929	123229166
190	NM_001271532	chr1	-	123200929	123224601
190	NM_001025156	chr1	+	123327643	123403037
190	NM_029955	chr1	+	123327643	123403037
190	NM_001271531	chr1	-	123200929	123224255
194	NM_027677	chr1	+	127573572	127770438
194	NM_145100	chr1	-	127764198	127808791
194	NM_001311089	chr1	-	127764198	127809505
194	NM_001311090	chr1	-	127764198	127807964
196	NM_027678	chr1	-	129850755	129999048
196	NM_145128	chr1	+	129101562	129379549
196	NM_001033041	chr1	+	129625989	129664141
196	NM_001285945	chr1	-	129850755	129999624
196	NM_028135	chr1	-	129386918	129574598
197	NM_177445	chr1	-	130260283	130313993
197	NM_026390	chr1	+	130140757	130175954
198	NM_172485	chr1	+	131169880	132115855
199	NM_009581	chr1	-	132473282	132526183
199	NM_026976	chr1	+	132762353	132777367
200	NM_001114662	chr1	-	133933359	133964639
200	NM_175294	chr1	+	133807034	133832898
200	NM_001081011	chr1	-	133181827	133423938
200	NM_001145804	chr1	+	133807034	133832898
200	NM_172510	chr1	-	133923197	133964639
200	NM_007799	chr1	+	133534890	133572084
200	NM_175382	chr1	+	133424565	133436449
201	NM_001160318	chr1	-	134461266	134603903
201	NM_001160317	chr1	-	134461266	134638374
201	NM_182716	chr1	-	134461266	134638374
201	NM_001160316	chr1	-	134461266	134539435
201	NM_001099276	chr1	+	134942588	135005265
201	NM_172516	chr1	+	134314029	134363536
202	NM_144530	chr1	-	135516447	135557976
202	NM_001276767	chr1	-	135516447	135557976
203	NM_001081307	chr1	-	136662519	136852517
203	NM_053106	chr1	+	137221389	137264642
203	NM_009307	chr1	+	136543257	136645994
203	NM_001291015	chr1	-	136437517	136446259
203	NM_001033409	chr1	-	136882929	137001853
203	NM_001145300	chr1	-	136437517	136446259
204	NM_177642	chr1	-	137850154	137902919
205	NM_001159769	chr1	-	138740160	138850207
205	NM_030676	chr1	-	138740160	138857025
206	NM_011210	chr1	-	139959435	140071882
206	NM_001111316	chr1	-	139959435	140071703
206	NM_001268286	chr1	-	139959435	140071882
207	NM_181347	chr1	+	140864297	141072619
207	NM_001166501	chr1	+	140860285	141072619
207	NM_133239	chr1	-	141094830	141273653
207	NR_040455	chr1	+	141276028	141299429
208	NM_001081027	chr1	+	142142833	142506838
208	NR_040604	chr1	-	142466752	142552979
211	NM_013835	chr1	-	145597920	145624181
211	NM_020025	chr1	+	145487826	145497067
211	NM_145991	chr1	-	145450405	145550023
212	NR_110891	chr1	-	146366819	146414797
212	NM_001290269	chr1	-	146366819	146414797
212	NM_153171	chr1	-	145985796	146024502
214	NM_153539	chr1	+	148342795	148749602
214	NM_001145807	chr1	+	148344816	148749602
217	NM_008869	chr1	-	151676748	151808420
218	NM_021400	chr1	-	152296541	152313295
218	NM_001024720	chr1	-	152409631	152840565
218	NM_024458	chr1	+	152166546	152181036
218	NM_001110146	chr1	-	152296541	152313295
218	NM_001159730	chr1	+	152166546	152181036
218	NR_040603	chr1	-	152167810	152193901
219	NM_022018	chr1	+	153418502	153566477
219	NM_025819	chr1	-	153214828	153275565
219	NM_001039644	chr1	+	153602503	153669458
219	NM_197990	chr1	-	153731653	153937450
219	NM_001311166	chr1	+	153602503	153669458
219	NM_001311165	chr1	+	153602503	153669458
220	NM_010877	chr1	+	154647282	154684120
220	NM_177756	chr1	+	154246996	154357825
220	NM_175460	chr1	+	154802230	154966391
220	NM_016846	chr1	-	154364659	154472241
221	NM_007842	chr1	-	155302887	155334790
221	NR_108050	chr1	+	156102818	156117546
221	NR_046171	chr1	-	155568369	155584959
222	NM_021433	chr1	+	157005832	157050647
222	NM_011273	chr1	-	157122786	157264574
222	NM_009782	chr1	-	156239648	156573050
223	NM_028250	chr1	+	157405249	157534363
223	NM_001277730	chr1	-	158185425	158233737
223	NM_001134741	chr1	-	158185425	158233479
223	NM_001039184	chr1	-	157692093	157820385
223	NM_026683	chr1	+	157405249	157419417
223	NM_001145781	chr1	+	157405249	157434924
223	NM_177838	chr1	-	157923085	158135156
224	NM_177644	chr1	-	159065313	159342726
224	NM_001159968	chr1	-	158734296	158869757
224	NR_027640	chr1	-	158734296	158869757
224	NM_001159967	chr1	-	158734296	158869757
224	NM_001159965	chr1	-	158734296	158869757
224	NM_023141	chr1	-	158583747	158604470
224	NM_001159966	chr1	-	158734296	158869518
224	NM_023884	chr1	-	158734296	158869757
226	NM_011931	chr1	+	161162456	161277711
226	NM_001085376	chr1	-	160641861	160887569
227	NR_038031	chr1	-	162004865	162008116
227	NR_038030	chr1	-	162004865	162008049
227	NM_001162896	chr1	+	161974510	162008717
227	NM_009786	chr1	-	162132497	162143023
227	NM_001038621	chr1	-	162149304	162281702
228	NM_001039482	chr1	-	163018508	163061610
228	NM_080844	chr1	+	162908736	162933145
229	NM_172646	chr1	-	163920353	164408165
229	NM_001038619	chr1	-	163917432	164408161
230	NM_008030	chr1	-	164883929	164914659
231	NM_138314	chr1	+	166237802	166367431
231	NM_010629	chr1	+	165709713	165847238
231	NM_011347	chr1	+	166045394	166080157
231	NM_001305643	chr1	+	165709713	165847238
231	NM_001293313	chr1	+	166237802	166367431
232	NM_028759	chr1	-	167259631	167390594
232	NM_145512	chr1	-	167104471	167124564
232	NM_001081126	chr1	+	167225896	167256876
232	NM_001310430	chr1	+	167232753	167256876
232	NM_001310429	chr1	+	167225896	167256876
233	NM_175296	chr1	-	168131515	168168875
233	NM_001033344	chr1	-	168028278	168058029
233	NM_001164306	chr1	-	168413743	168427719
233	NM_011137	chr1	-	167795284	167932765
233	NM_198932	chr1	-	167795284	167932765
233	NM_001160049	chr1	-	168028278	168058029
234	NM_001160262	chr1	+	168931547	169021433
234	NM_030724	chr1	-	169156216	169215258
234	NM_033652	chr1	+	169619688	169778864
234	NM_001160261	chr1	+	168931547	169021433
234	NM_175461	chr1	+	168931547	169021433
235	NM_001291509	chr1	-	170083657	170362300
235	NM_001291508	chr1	-	170083657	170362300
235	NM_008783	chr1	-	170049494	170362300
235	NM_183355	chr1	-	170083657	170362300
236	NM_023284	chr1	-	171428064	171461595
237	NM_001109985	chr1	-	172247626	172519980
237	NM_001081304	chr1	-	172634587	172797902
237	NM_027528	chr1	-	172257344	172487241
237	NM_001198955	chr1	-	172228323	172236463
237	NM_001305046	chr1	-	172071353	172105095
237	NM_133806	chr1	-	172071353	172105095
237	NM_001305045	chr1	-	172071353	172105095
238	NM_001243063	chr1	+	173144100	173148976
238	NM_001243062	chr1	+	173144100	173148976
238	NM_009803	chr1	+	173144100	173148976
238	NM_001289470	chr1	+	173769827	173820849
238	NM_011070	chr1	+	173275829	173288301
238	NM_013489	chr1	+	173769827	173820849
238	NM_033509	chr1	-	173931090	173957426
239	NM_027972	chr1	+	174451260	174476001
240	NM_011940	chr1	-	175892699	175912975
240	NM_001013779	chr1	+	175350734	175396167
240	NM_008327	chr1	-	175892699	175912975
240	NM_001206926	chr1	+	176029590	176030541
240	NM_207158	chr1	+	176029590	176030538
241	NM_011825	chr1	-	176763915	176851950
241	NM_019445	chr1	+	176431955	176752860
242	NM_176916	chr1	-	177892436	178205443
242	NM_029453	chr1	+	177628723	177745864
242	NM_001195816	chr1	-	177892436	178144073
242	NM_010098	chr1	-	177592552	177622763
243	NM_029756	chr1	+	178744790	178950563
243	NM_011785	chr1	-	178952245	179178898
244	NM_007422	chr1	-	179693308	179726640
244	NM_001034899	chr1	+	179921565	179978422
245	NM_001161665	chr1	+	180459255	180862988
246	NM_146105	chr1	+	181476659	181557604
246	NM_001081175	chr1	+	182260606	182353790
246	NM_001033285	chr1	+	181891219	182095733
247	NM_145514	chr1	-	183103356	183142109
247	NR_120498	chr1	+	182571280	182620818
247	NM_001103182	chr1	+	182571280	182620818
247	NM_028408	chr1	+	183282758	183390772
247	NM_001160212	chr1	+	183282758	183390772
247	NM_001160211	chr1	+	183282758	183390772
248	NM_010135	chr1	-	183826515	183950111
248	NM_008680	chr1	-	183826515	183950111
248	NM_001083120	chr1	-	183826515	183950111
248	NM_133815	chr1	-	183745445	183772532
248	NM_009794	chr1	-	184397389	184447614
248	NM_001083121	chr1	-	183826515	183950111
249	NM_144796	chr1	+	184695036	184825785
250	NM_022019	chr1	+	185858339	185899515
251	NM_011794	chr1	+	187156037	187181648
251	NM_001163754	chr1	+	187028046	187110625
251	NM_145515	chr1	-	186720302	186823428
252	NM_009367	chr1	-	188447064	188529871
252	NR_131158	chr1	-	188335716	188382560
252	NR_131124	chr1	-	188335716	188382560
253	NM_028848	chr1	-	188872285	189039325
253	NM_026367	chr1	+	189039389	189175308
253	NM_029067	chr1	-	188959171	189039325
254	NM_021408	chr1	+	190086716	190788918
254	NM_011935	chr1	+	189821705	190038763
255	NM_008976	chr1	+	191552146	191700572
255	NM_001281848	chr1	-	191031808	191226152
255	NM_010607	chr1	-	191031808	191167586
255	NM_001159850	chr1	-	191031808	191167232
255	NM_001081363	chr1	-	191464492	191511965
255	NM_001281847	chr1	-	191031808	191168071
256	NM_178775	chr1	-	192596757	192735649
257	NM_172266	chr1	+	193541902	193608134
257	NM_144880	chr1	-	193175859	193220920
257	NM_001134829	chr1	+	193542273	193608134
257	NM_011633	chr1	-	193821083	193916480
257	NR_030669	chr1	-	193717950	193731406
258	NM_144881	chr1	-	194336709	194597413
258	NM_010600	chr1	+	194014658	194334041
258	NM_001038607	chr1	+	194014658	194334041
258	NM_181546	chr1	-	194717427	194861969
258	NM_001301370	chr1	-	194717427	194861969
259	NM_001277928	chr1	+	195128436	195170072
259	NM_008484	chr1	+	195128187	195170072
260	NM_008882	chr1	+	196446022	196643062
260	NM_010778	chr1	-	196867431	196918442
260	NM_007758	chr1	-	196963004	197002909
260	NR_132621	chr1	-	196867431	196918442
618	NM_011283	chr1	-	4333587	4350395
619	NM_011441	chr1	-	4481008	4487435
619	NM_001289467	chr1	-	4481008	4487435
619	NM_001289466	chr1	-	4481008	4487435
619	NM_001289465	chr1	-	4481008	4487435
619	NM_001289464	chr1	-	4481008	4487435
621	NM_025300	chr1	-	4763278	4775807
621	NM_001177658	chr1	-	4763278	4775807
621	NM_008866	chr1	+	4797973	4836816
621	NR_033530	chr1	-	4763278	4775807
627	NM_001204371	chr1	+	5578573	5596214
627	NM_011011	chr1	+	5578573	5596214
630	NM_010342	chr1	-	5903787	5907479
632	NM_009826	chr1	+	6204742	6266185
633	NM_001195732	chr1	+	6349411	6384812
639	NM_183028	chr1	+	7079000	7163709
657	NM_021511	chr1	+	9535488	9537536
